AN ABSOLUTE DISTANCE INTERFEROMETER,N.A. MASSIE,,Phase I,Massie Research Laboratories Inc,70000,,MSFC
REUSABLE SOFTWARE COMPONENTS FOR SCIENCE PLANNING AND SPACECRAFT SEQUENCING,OTHAR HANSSON,,Phase I,Thinkbank Inc,67583,,ARC
HOLOGRAPHIC DATA STROAGE SYSTEM WITH MASSIVELY PARALLELE ARCHITECTURE,LAMBERTUS HESSELINK,,Phase I,Optitek Inc,69974,,GSFC
VERSATILE TUNABLE SINGLE FREQUENCY LASER FOR NEAR INFRARED LIDAR APPLICATIONS,JEREMY WESTON,,Phase I,Positive Light Inc,69954,,GSFC
RADIATION HARDENING MICROELECTRONICS BY RAD-COAT CONFORMAL COATING,DAVID STROBEL,,Phase I,Space Electronics Inc,69995,,LaRC
ULTRAVIOLET NARROWBAND FILTERS FOR SPACE BORNE OBSERVATIONAL SYSTEMS,NEVEN KARLOVAC,,Phase I,Accuwave Corp,70000,,LaRC
SOLAR ENERGETIC PROTONS (SEPS) AS FORECASTERS OF ENVIRONMENTAL DISTURBANCES,D. M. GILPATRICK,,Phase I,Carmel Research Ctr,69952,,GRC
ARTIFICIAL INTELLIGENCE TECHNIQUES FOR MISSION PLANNING AND SCHEDULING AUTOMATION,TIMOTHY MAHER,,Phase I,Stottler Henke Associates Inc.,69770,,MSFC
10 GB/S 1W DIFFRACTION LIMITED SEMICONDUCTOR LASER SOURCE FOR SPACE TELECOMMUNICATION,GREG LINDHOLM,,Phase I,Spectra Diode Laboratories Inc,69261,,JPL
EXHAUST GAS PARTICULATE INSTRUMENT FOR FACULTATIVE INTERNAL COMBUSTION ENGINE CONTROL,ALVIN LOWI,,Phase I,Lion Engineering Inc,70000,,AFRC
INTELLIGENT AGENTS AND AGENT COMMUNICATION LANGUAGES FOR OPERATIONS,SHARON BALLARD,,Phase I,Reticular Systems Inc,70000,,GSFC
HIGH-TEMPERATURE GRADATED FIBROUS AEROGEL THERMAL PROTECTION SYSTEM,SIU-CHUN LEE,,Phase I,Applied Sciences Laboratory Inc,69994,,ARC
TRACE SPECIES SENSOR USING DOUBLY DIFFERENTIAL DETECTION,JAMES TROLINGER,,Phase I,MetroLaser Inc.,69981,,KSC
LOW-COST X-BAND SATELLITE DATA ACQUISITION SYSTEM FOR RADARSAT EOS AND BEYOND,ROBERT BERNSTEIN,,Phase I,Seaspace Corp,65102,,JPL
HIGH PERFORMANCE CERAMIC COMPOSITES FOR INSULATORS FOR ARCJET THRUSTERS FOR ON-ORBIT APPLICATIONS,DAVID PAQUETTE,,Phase I,Amita,69609,,GRC
AN INTELLIGENT PERCEPTION SYSTEM FOR AN AUTONOMOUS PLANETARY LANDER,RICHARD TAYLOR,,Phase I,Orincon Corp,68021,,JPL
CORROSION-PROTECTIVE COATINGS FOR IRON-BEARING ALLOY COMPONENTS,CRAIG WARD,,Phase I,Ultramet,70000,,JSC
WATER VAPOR SENSOR FOR HYPERSONIC WIND TUNNELS,OLIVE LEE,,Phase I,Gemfire Corp,70000,,LaRC
NONDESTRUCTIVE TOMOGRAPHIC ACQUISITION OF STIFFNESS &amp; DENSITY INFORMATION,ED LEBAKER,,Phase I,Advanced Research & Applications Corp,70000,,GRC
A SCANNED HETERODYNE INTERFEROMETER FOR PROTEIN CRYSTAL GROWTH,JAMES TROLINGER,,Phase I,MetroLaser Inc.,69544,,MSFC
ADVANCED SPACE LUBRICATION SYSTEMS,FRANK REAGAN,,Phase I,Lubricating Specialties Co,69240,,GRC
IMPROVED ROOM TEMPERATURE HGI2 AND CDTE DETECTORS FOR ENERGIES FROM 1 KEV TO 1 MEV,JAN IWANCZYK,,Phase I,Advanced Detectors Inc,69986,,GSFC
A FLIGHT TEST PLANNER FOR THE VFRC SYSTEM,MARLE HEWETT,,Phase I,G&C Systems Inc,67986,,AFRC
ACOUSTIC PROBES FOR SOUND MEASUREMENTS IN FLOW, ,,Phase I,Aeroacoustics Assoc,68885,,ARC
CHARGE WELL PER PIXEL DIGITAL CONVERSION ON THE FOCAL PLANE,WILLIAM MANDL,,Phase I,AMAIN ELECTRONICS COMPANY,69800,,JSC
REUSABLE LIGHTWEIGHT THERMAL PROTECTION SYSTEM,CRAIG WARD,,Phase I,Ultramet,70000,,ARC
CONTROL MODELING ANALYSIS DESIGN SIMULTION AND IMPLEMENTATION TOOL,JOHN SORENSON,,Phase I,Sensis Seagull Technology Center,70000,,GSFC
A NEW MICRO-BEAM SCANNING HEAD MOUNTED DISPLAY,PATTY SHAW,,Phase I,Physical Optics Corporation Applied Technology Division,70000,,JSC
ENHANCED COMBUSTION PULSEJET ENGINES (ECPJ) FOR MACH 0 TO 3 APPLICATIONS,THOMAS SOBOTA,,Phase I,Advanced Projects Research Inc,68879,,GRC
ROBUST REAL-TIME PERSONNEL TRACKING/LOCATING SYSTEM FOR COMPLEX AND HAZARDOUS OPERATIONAL ENVIRONMENTS,DANIEL CH&#039;EN,,Phase I,Microwave Monolithics Inc,70000,,GSFC
HIGH CAPACITY FLIGHT/DATA PROCESSOR FOR SPACECRAFT HIGH SPEED NETWORKS,RAYMOND ANDERSON,,Phase I,Seakr Engineering Inc,70000,,JPL
NEURAL NETWORK BASED FRF MEASUREMENT CHARACTERIZATION,LINDA SPARKS,,Phase I,BD Systems Inc,69821,,MSFC
CONTROL MODELING ANALYSIS DESIGN SIMULTION AND IMPLEMENTATION TOOL,JOHN SORENSON,,Phase II,Sensis Seagull Technology Center,600000,,GSFC
A NEW MICRO-BEAM SCANNING HEAD MOUNTED DISPLAY,PATTY SHAW,,Phase II,Physical Optics Corporation Applied Technology Division,597662,,JSC
ENHANCED COMBUSTION PULSEJET ENGINES (ECPJ) FOR MACH 0 TO 3 APPLICATIONS,THOMAS SOBOTA,,Phase II,Advanced Projects Research Inc,600000,,GRC
NEURAL NETWORK BASED FRF MEASUREMENT CHARACTERIZATION,LINDA SPARKS,,Phase II,BD Systems Inc,598131,,MSFC
REUSABLE LIGHTWEIGHT THERMAL PROTECTION SYSTEM,CRAIG WARD,,Phase II,Ultramet,590150,,ARC
FINE GRID FABRICATION FOR X-RAY COLLIMATORS,CRAIG WARD,,Phase II,Ultramet,600000,,GSFC
NONDESTRUCTIVE TOMOGRAPHIC ACQUISITION OF STIFFNESS &amp; DENSITY INFORMATION,ED LEBAKER,,Phase II,Advanced Research & Applications Corp,600000,,GRC
SOUNDING ROCKET VALIDATION OF LOW-COST LAUNCH VEHICLE TECHNOLOGY,ALICE WERTZ,,Phase II,Microcosm Inc.,599508,,MSFC
LIGHTWEIGHT DIMENSIONALLY STABLE PRINTED WIRING BOARDS,JOSEPH GARIBOTTI,,Phase II,Applied Material Technologies Inc,599813,,GRC
MULTI-BY-PASS CONCENTRIC PULSE TUBE COOLER,ALI KASHANI,,Phase II,Atlas Scientific,599440,,ARC
SOLAR ENERGETIC PROTONS (SEPS) AS FORECASTERS OF ENVIRONMENTAL DISTURBANCES,D. M. GILPATRICK,,Phase II,Carmel Research Ctr,600000,,GRC
ACTIVE PIXEL SENSOR STAR TRACKER,SABRINA KEMENY,,Phase II,Photobit Corporation,592923,,GSFC
LOW-COST X-BAND SATELLITE DATA ACQUISITION SYSTEM FOR RADARSAT EOS AND BEYOND,ROBERT BERNSTEIN,,Phase II,Seaspace Corp,401855,,JPL
ULTRAVIOLET ACOUSTO-OPTIC TUNABLE FILTER,PHOEBE CHANG,,Phase II,Aurora Assoc,600000,,GSFC
ARTIFICIAL INTELLIGENCE TECHNIQUES FOR MISSION PLANNING AND SCHEDULING AUTOMATION,TIMOTHY MAHER,,Phase II,Stottler Henke Associates Inc.,593769,,MSFC
TRACE SPECIES SENSOR USING DOUBLY DIFFERENTIAL DETECTION,JAMES TROLINGER,,Phase II,MetroLaser Inc.,599941,,KSC
HIGHLY SURVIVABLE MULTI-FIBER OPTIC INTERCONNECTION NETWORKS,JAMES TYLER,,Phase II,Optivision Inc,600000,,JPL
PROGESSIVE FRACTURE OF BRAIDED COMPOSITE TURBOMACHINERY STRUCTURES,KAY MATIN,,Phase II,Alpha Star Corp,531317,,GRC
REUSABLE SOFTWARE COMPONENTS FOR SCIENCE PLANNING AND SPACECRAFT SEQUENCING,OTHAR HANSSON,,Phase II,Thinkbank Inc,597887,,ARC
A PHOTON COUNTING MEGAPIXEL IMAGING DETECTOR FOR THE ULTRAVIOLET,OSWALD H. W. SIEGMUND,,Phase II,Siegmund Scientific,598070,,GSFC
RADIATION HARDENING MICROELECTRONICS BY RAD-COAT CONFORMAL COATING,DAVID STROBEL,,Phase II,Space Electronics Inc,600000,,LaRC
ULTRAVIOLET NARROWBAND FILTERS FOR SPACE BORNE OBSERVATIONAL SYSTEMS,NEVEN KARLOVAC,,Phase II,Accuwave Corp,580000,,LaRC
IMPROVED ROOM TEMPERATURE HGI2 AND CDTE DETECTORS FOR ENERGIES FROM 1 KEV TO 1 MEV,JAN IWANCZYK,,Phase II,Advanced Detectors Inc,0,,GSFC
10 GB/S 1W DIFFRACTION LIMITED SEMICONDUCTOR LASER SOURCE FOR SPACE TELECOMMUNICATION,GREG LINDHOLM,,Phase II,Spectra Diode Laboratories Inc,528922,,JPL
LINEAR HIGH EFFICIENCY KA-BAND POWER MMIC,JAMES SCHELLENBERG,,Phase II,Schellenberg Assoc,598063,,GRC
HIGH POWER NARROW LINEWIDTH SEMICONDUCTOR LASER FOR PRECISION METROLOGY,GREGORY LINDHOLM,,Phase II,Spectra Diode Laboratories Inc,528565,,JPL
A SCANNED HETERODYNE INTERFEROMETER FOR PROTEIN CRYSTAL GROWTH,JAMES TROLINGER,,Phase II,MetroLaser Inc.,599958,,MSFC
CORROSION-PROTECTIVE COATINGS FOR IRON-BEARING ALLOY COMPONENTS,CRAIG WARD,,Phase II,Ultramet,600000,,JSC
MICROCHIP CAPILLARY ELECTROPHORESIS SENSOR,OLIVE LEE,,Phase II,Gemfire Corp,600000,,JSC
ADAPTIVE FAULT TOLERANCE FOR AUTONOMOUS SPACECRAFT,HERBERT HECHT,,Phase II,SOHAR INCORPORATED,600000,,JPL
HOLOGRAPHIC DATA STROAGE SYSTEM WITH MASSIVELY PARALLELE ARCHITECTURE,LAMBERTUS HESSELINK,,Phase II,Optitek Inc,400000,,GSFC
SQUID NMR IMAGING FOR MATERIALS NDE,TRACEY WRIGHTSON,,Phase II,Quantum Magnetics Inc,594725,,LaRC
INTELLIGENT AGENTS AND AGENT COMMUNICATION LANGUAGES FOR OPERATIONS,SHARON BALLARD,,Phase II,Reticular Systems Inc,599768,,GSFC
LARGE FORMAT CAMERA ON A CHIP,SABRINA KEMENY,,Phase II,Photobit Corporation,591352,,JSC
HIGH PERFORMANCE CERAMIC COMPOSITES FOR INSULATORS FOR ARCJET THRUSTERS FOR ON-ORBIT APPLICATIONS,DAVID PAQUETTE,,Phase II,Amita,1189460,,GRC
VERSATILE TUNABLE SINGLE FREQUENCY LASER FOR NEAR INFRARED LIDAR APPLICATIONS,JEREMY WESTON,,Phase II,Positive Light Inc,593034,,GSFC
DIGITAL-ARRAY SCANNED INTERFEROMETRY DATA PROCESSING TECHNIQUES,JOSEPH ZOTT,,Phase II,Skywatch Information Systems Inc,599919,,ARC
SURFACE NAVIGATION AND SIMULATION SYSTEM,DAVID MAZAIKA,,Phase II,International Space Enterprises,571781,,JPL
WATER VAPOR SENSOR FOR HYPERSONIC WIND TUNNELS,OLIVE LEE,,Phase II,Gemfire Corp,600000,,LaRC
INTELLIGENT &amp; VIRTUAL REALITY AGENTS FOR ROBOTICS PLANNING,HERBERT HECHT,,Phase II,SOHAR INCORPORATED,600000,,JPL
FLOW CONTROLLER ON A CHIP,ERIC STRAUSS,,Phase II,TiNi Alloy Co,593043,,KSC
INTEGRATED SOFTWARE FOR IMPROVING THE DESIGN AND PERFORMANCE OF ADVANCED AEROSPACE STRUCTURES,JAMES HUDSON,,Phase I,ACTA Inc.,100000,Small Business Technology Transfer,LaRC
NOVEL NEURAL NETWORK TECHNOLOGY FOR VERY FAST ANALYSIS OF HYPERSPECTRAL IMAGERY,LINDA PAPERMASTER,,Phase II,Opto-Knowledge Systems Inc. (OKSI),500000,Small Business Technology Transfer,GSFC
INTEGRATED SOFTWARE FOR IMPROVING THE DESIGN AND PERFORMANCE OF ADVANCED AEROSPACE STRUCTURES,JAMES HUDSON,,Phase II,ACTA Inc.,499995,Small Business Technology Transfer,LaRC
FINE GRID FABRICATION FOR X-RAY COLLIMATORS,CRAIG WARD,,Phase I,Ultramet,70000,,GSFC
SOUNDING ROCKET VALIDATION OF LOW-COST LAUNCH VEHICLE TECHNOLOGY,ALICE WERTZ,,Phase I,Microcosm Inc.,69702,,MSFC
A PROBABILITY NETWORK METHODOLOGY FOR DEVELOPING ANALYSIS TOOLS FOR SCIENCE MISSION DATA LIBRARIES,OTHAR HANSSON,,Phase I,Thinkbank Inc,65848,,GSFC
ADVANCED ALGORITMS FOR AIR-TRAFFIC CONFLICT RESOLUTION,P.K. MENON,,Phase I,Optimal Synthesis Inc.,69953,,ARC
LINEAR HIGH EFFICIENCY KA-BAND POWER MMIC,JAMES SCHELLENBERG,,Phase I,Schellenberg Assoc,68206,,GRC
ROBOTIC ONLINE LEARNING OF PERCEPTUAL MODELS FOR NAVIGATION AND GRASPING,REBECCA SCHMITT,,Phase I,Robotics Research Harvesting,69837,,JSC
HIGH POWER NARROW LINEWIDTH SEMICONDUCTOR LASER FOR PRECISION METROLOGY,GREGORY LINDHOLM,,Phase I,Spectra Diode Laboratories Inc,69881,,JPL
NONLINEAR REAL-TIME HIGH RELIABILITY ENGINE CONTROL,CHING-FANG LIN,,Phase I,American GNC Corporation,69999,,GRC
DIGITAL-ARRAY SCANNED INTERFEROMETRY DATA PROCESSING TECHNIQUES,JOSEPH ZOTT,,Phase I,Skywatch Information Systems Inc,69967,,ARC
EFFICIENT PARALLEL IMPLEMENTATION OF FLOW SOLVER INS3D-UP,STEPHEN W.D. WOLF,,Phase I,Numeriex Inc,70000,,ARC
A PHOTON COUNTING MEGAPIXEL IMAGING DETECTOR FOR THE ULTRAVIOLET,OSWALD H. W. SIEGMUND,,Phase I,Siegmund Scientific,69100,,GSFC
PROPULSION SYSTEM HEALTH MANAGEMENT WORKBENCH,RANDALL BICKFORD,,Phase I,Expert Microsystems Inc.,69998,,SSC
LOW-SCATTER SILICON CARBIDE OPTICAL SURFACING USING PHOTOELECTROCHEMICAL ETCHING,ERIC CURTIS,,Phase I,OCA Applied Optics Inc,67446,,MSFC
NOVEL NEURAL NETWORK TECHNOLOGY FOR VERY FAST ANALYSIS OF HYPERSPECTRAL IMAGERY,LINDA PAPERMASTER,,Phase I,Opto-Knowledge Systems Inc. (OKSI),100000,Small Business Technology Transfer,GSFC
PRODUCTION OF ULTRA HIGH STRENGTH RHENIUM COMPONENTS FOR AEROSPACE SYSTEMS,C. PAREKH,,Phase I,Engsys Inc,100000,Small Business Technology Transfer,LaRC
IMPROVED HYDRODYNAMIC FOIL BEARING FOR CRYOGENIC APPLICATIONS,J.K. SCHARRER,,Phase I,Rotordynamics-Seal Research Inc,99906,Small Business Technology Transfer,MSFC
FAULT DETECTION ISOLATION AND RESPONSE EXECUTIVE FOR GROUND SYSTEMS MONITORING,MANOUHER NARAGHI,,Phase I,Research & Development Laboratories,99306,Small Business Technology Transfer,MSFC
